Order ID,Order Date,Customer Name,City,Segment,Category,Sub-Category,Quantity,Discount,Sales,Profit,isRepeat
CA-2015-115742,2015-04-18,Darren Powers,New Albany,Consumer,Office Supplies,Labels,6,0.0,75.18,35.3346,Yes
CA-2015-115742,2015-04-18,Darren Powers,New Albany,Consumer,Furniture,Furnishings,2,0.0,6.16,2.9568,Yes
CA-2015-115742,2015-04-18,Darren Powers,New Albany,Consumer,Furniture,Chairs,1,0.0,89.99,17.0981,Yes
CA-2016-105816,2016-12-11,Janet Molinari,New York City,Corporate,Office Supplies,Fasteners,7,0.0,15.26,6.2566,Yes
CA-2016-105816,2016-12-11,Janet Molinari,New York City,Corporate,Technology,Phones,5,0.0,1029.95,298.6855,Yes
CA-2016-111682,2016-06-17,Ted Butterfield,Troy,Consumer,Office Supplies,Storage,6,0.0,208.56,52.14,Yes
CA-2016-111682,2016-06-17,Ted Butterfield,Troy,Consumer,Office Supplies,Paper,5,0.0,32.4,15.552,Yes
CA-2016-111682,2016-06-17,Ted Butterfield,Troy,Consumer,Furniture,Chairs,5,0.1,319.41,7.098,Yes
CA-2016-111682,2016-06-17,Ted Butterfield,Troy,Consumer,Office Supplies,Paper,2,0.0,14.56,6.9888,Yes
CA-2016-111682,2016-06-17,Ted Butterfield,Troy,Consumer,Technology,Accessories,2,0.0,30.0,3.3,Yes
CA-2016-111682,2016-06-17,Ted Butterfield,Troy,Consumer,Office Supplies,Binders,4,0.2,48.48,16.362,Yes
CA-2016-111682,2016-06-17,Ted Butterfield,Troy,Consumer,Office Supplies,Art,1,0.0,1.68,0.84,Yes
CA-2015-135545,2015-11-24,Kunst Miller,Los Angeles,Consumer,Technology,Accessories,2,0.0,13.98,6.1512,Yes
CA-2015-135545,2015-11-24,Kunst Miller,Los Angeles,Consumer,Office Supplies,Binders,6,0.2,25.824,9.3612,Yes
CA-2015-135545,2015-11-24,Kunst Miller,Los Angeles,Consumer,Office Supplies,Paper,3,0.0,146.73,68.9631,Yes
CA-2015-135545,2015-11-24,Kunst Miller,Los Angeles,Consumer,Furniture,Furnishings,4,0.0,79.76,22.3328,Yes
US-2015-164175,2015-04-30,Paul Stevenson,Chicago,Home Office,Furniture,Chairs,5,0.3,213.115,-15.2225,Yes
CA-2014-106376,2014-12-05,Brendan Sweed,Gilbert,Corporate,Office Supplies,Art,8,0.2,1113.024,111.3024,Yes
CA-2014-106376,2014-12-05,Brendan Sweed,Gilbert,Corporate,Technology,Phones,4,0.2,167.968,62.988,Yes
CA-2016-119823,2016-06-04,Karen Daniels,Springfield,Consumer,Office Supplies,Paper,2,0.0,75.88,35.6636,Yes
CA-2016-106075,2016-09-18,Henry MacAllister,New York City,Consumer,Office Supplies,Binders,1,0.2,4.616,1.731,Yes
CA-2017-114440,2017-09-14,Tracy Blumstein,Jackson,Consumer,Office Supplies,Paper,3,0.0,19.05,8.763,Yes
US-2015-134026,2015-04-26,Joel Eaton,Memphis,Consumer,Furniture,Chairs,8,0.2,831.936,-114.3912,Yes
US-2015-134026,2015-04-26,Joel Eaton,Memphis,Consumer,Furniture,Furnishings,2,0.2,97.04,1.213,Yes
US-2015-134026,2015-04-26,Joel Eaton,Memphis,Consumer,Office Supplies,Storage,1,0.2,72.784,-18.196,Yes
US-2014-147606,2014-11-26,Joel Eaton,Houston,Consumer,Furniture,Furnishings,5,0.6,19.3,-14.475,Yes
CA-2016-127208,2016-06-12,Stewart Carmichael,Decatur,Corporate,Office Supplies,Appliances,1,0.0,208.16,56.2032,Yes
CA-2016-127208,2016-06-12,Stewart Carmichael,Decatur,Corporate,Office Supplies,Binders,3,0.0,16.74,8.0352,Yes
CA-2014-139451,2014-10-12,Duane Noonan,San Francisco,Consumer,Office Supplies,Art,5,0.0,14.9,4.172,Yes
CA-2014-139451,2014-10-12,Duane Noonan,San Francisco,Consumer,Office Supplies,Storage,1,0.0,21.39,6.2031,Yes
CA-2015-149734,2015-09-03,Julie Creighton,Durham,Corporate,Office Supplies,Envelopes,7,0.2,200.984,62.8075,Yes
CA-2017-140088,2017-05-28,Patrick O'Donnell,Columbia,Consumer,Furniture,Chairs,2,0.0,301.96,33.2156,Yes
CA-2016-159695,2016-04-05,Gary Mitchum,Houston,Home Office,Office Supplies,Storage,7,0.2,158.368,13.8572,Yes
CA-2016-109806,2016-09-17,Jim Sink,Los Angeles,Corporate,Office Supplies,Art,3,0.0,20.1,6.633,Yes
CA-2016-109806,2016-09-17,Jim Sink,Los Angeles,Corporate,Technology,Phones,2,0.2,73.584,8.2782,Yes
CA-2016-109806,2016-09-17,Jim Sink,Los Angeles,Corporate,Office Supplies,Paper,1,0.0,6.48,3.1104,Yes
CA-2015-149587,2015-01-31,Karl Braun,Minneapolis,Consumer,Office Supplies,Paper,2,0.0,12.96,6.2208,Yes
CA-2015-149587,2015-01-31,Karl Braun,Minneapolis,Consumer,Furniture,Furnishings,3,0.0,53.34,16.5354,Yes
CA-2015-149587,2015-01-31,Karl Braun,Minneapolis,Consumer,Office Supplies,Binders,2,0.0,32.96,16.1504,Yes
CA-2017-157833,2017-06-17,Katherine Ducich,San Francisco,Consumer,Office Supplies,Binders,3,0.2,51.312,17.9592,Yes
CA-2016-149223,2016-09-06,Elpida Rittenbach,Saint Paul,Corporate,Office Supplies,Appliances,6,0.0,77.88,22.5852,Yes
CA-2016-158568,2016-08-29,Rick Bensley,Chicago,Home Office,Office Supplies,Paper,7,0.2,64.624,22.6184,Yes
CA-2016-158568,2016-08-29,Rick Bensley,Chicago,Home Office,Technology,Accessories,3,0.2,95.976,-10.7973,Yes
CA-2016-158568,2016-08-29,Rick Bensley,Chicago,Home Office,Office Supplies,Binders,3,0.8,1.788,-3.0396,Yes
CA-2016-129903,2016-12-01,Gary Zandusky,Rochester,Consumer,Office Supplies,Paper,4,0.0,23.92,11.7208,Yes
US-2015-156867,2015-11-13,Lena Cacioppo,Aurora,Consumer,Technology,Accessories,6,0.2,238.896,-26.8758,Yes
US-2015-156867,2015-11-13,Lena Cacioppo,Aurora,Consumer,Furniture,Furnishings,3,0.2,102.36,-3.8385,Yes
US-2015-156867,2015-11-13,Lena Cacioppo,Aurora,Consumer,Office Supplies,Binders,3,0.7,36.882,-25.8174,Yes
CA-2015-129476,2015-10-15,Pete Armstrong,Orland Park,Home Office,Technology,Accessories,5,0.2,339.96,67.992,Yes
CA-2016-128867,2016-11-03,Clay Ludtke,Urbandale,Consumer,Office Supplies,Art,2,0.0,75.96,22.788,Yes
CA-2016-128867,2016-11-03,Clay Ludtke,Urbandale,Consumer,Office Supplies,Binders,6,0.0,27.24,13.3476,Yes
CA-2014-115259,2014-08-25,Ryan Crowe,Columbus,Consumer,Office Supplies,Fasteners,14,0.2,40.096,14.5348,Yes
CA-2014-115259,2014-08-25,Ryan Crowe,Columbus,Consumer,Office Supplies,Envelopes,2,0.2,4.72,1.652,Yes
CA-2014-115259,2014-08-25,Ryan Crowe,Columbus,Consumer,Office Supplies,Paper,3,0.2,23.976,7.4925,Yes
CA-2014-115259,2014-08-25,Ryan Crowe,Columbus,Consumer,Office Supplies,Envelopes,6,0.2,130.464,44.0316,Yes
CA-2015-110457,2015-03-02,Dave Kipp,Seattle,Consumer,Furniture,Tables,3,0.0,787.53,165.3813,Yes
US-2015-136476,2015-04-05,Greg Guthrie,Bristol,Corporate,Office Supplies,Binders,1,0.7,157.794,-115.7156,Yes
CA-2016-103730,2016-06-12,Steven Cartwright,Wilmington,Consumer,Furniture,Furnishings,3,0.0,47.04,18.3456,Yes
CA-2016-103730,2016-06-12,Steven Cartwright,Wilmington,Consumer,Office Supplies,Binders,4,0.0,30.84,13.878,Yes
CA-2016-103730,2016-06-12,Steven Cartwright,Wilmington,Consumer,Office Supplies,Storage,6,0.0,226.56,63.4368,Yes
CA-2016-103730,2016-06-12,Steven Cartwright,Wilmington,Consumer,Office Supplies,Envelopes,9,0.0,115.02,51.759,Yes
CA-2016-103730,2016-06-12,Steven Cartwright,Wilmington,Consumer,Technology,Phones,7,0.0,68.04,19.7316,Yes
US-2014-152030,2014-12-26,Alan Dominguez,Houston,Home Office,Furniture,Chairs,3,0.3,600.558,-8.5794,Yes
US-2014-134614,2014-09-20,Philip Fox,Bloomington,Consumer,Furniture,Tables,6,0.5,617.7,-407.682,Yes
US-2016-125969,2016-11-06,Lindsay Shagiari,Los Angeles,Home Office,Furniture,Chairs,2,0.2,81.424,-9.1602,Yes
US-2016-125969,2016-11-06,Lindsay Shagiari,Los Angeles,Home Office,Furniture,Furnishings,3,0.0,238.56,26.2416,Yes
US-2017-164147,2017-02-02,Dorothy Wardle,Columbus,Corporate,Technology,Phones,5,0.4,59.97,-11.994,Yes
US-2017-164147,2017-02-02,Dorothy Wardle,Columbus,Corporate,Office Supplies,Paper,2,0.2,78.304,29.364,Yes
US-2017-164147,2017-02-02,Dorothy Wardle,Columbus,Corporate,Office Supplies,Fasteners,9,0.2,21.456,6.9732,Yes
CA-2016-145583,2016-10-13,Lena Creighton,Roseville,Consumer,Office Supplies,Paper,3,0.0,20.04,9.6192,Yes
CA-2016-145583,2016-10-13,Lena Creighton,Roseville,Consumer,Office Supplies,Paper,1,0.0,35.44,16.6568,Yes
CA-2016-145583,2016-10-13,Lena Creighton,Roseville,Consumer,Office Supplies,Art,4,0.0,11.52,3.456,Yes
CA-2016-145583,2016-10-13,Lena Creighton,Roseville,Consumer,Office Supplies,Fasteners,2,0.0,4.02,1.9698,Yes
CA-2016-145583,2016-10-13,Lena Creighton,Roseville,Consumer,Office Supplies,Binders,3,0.2,76.176,26.6616,Yes
CA-2016-145583,2016-10-13,Lena Creighton,Roseville,Consumer,Office Supplies,Supplies,6,0.0,65.88,18.4464,Yes
CA-2016-145583,2016-10-13,Lena Creighton,Roseville,Consumer,Furniture,Furnishings,14,0.0,43.12,20.6976,Yes
CA-2016-110366,2016-09-05,Jonathan Doherty,Philadelphia,Corporate,Furniture,Furnishings,2,0.2,82.8,10.35,Yes
CA-2017-106180,2017-09-18,Sally Hughsby,San Francisco,Corporate,Office Supplies,Art,3,0.0,8.82,2.3814,Yes
CA-2017-106180,2017-09-18,Sally Hughsby,San Francisco,Corporate,Office Supplies,Envelopes,3,0.0,10.86,5.1042,Yes
CA-2017-106180,2017-09-18,Sally Hughsby,San Francisco,Corporate,Office Supplies,Paper,3,0.0,143.7,68.976,Yes
CA-2015-110744,2015-09-07,Helen Andreada,Pasadena,Consumer,Office Supplies,Storage,7,0.0,671.93,20.1579,Yes
CA-2014-110072,2014-10-22,Maureen Gastineau,Newark,Home Office,Furniture,Furnishings,4,0.2,93.888,12.9096,Yes
CA-2016-114489,2016-12-05,Justin Ellison,Franklin,Corporate,Technology,Phones,11,0.0,384.45,103.8015,Yes
CA-2016-114489,2016-12-05,Justin Ellison,Franklin,Corporate,Technology,Phones,3,0.0,149.97,5.9988,Yes
CA-2016-114489,2016-12-05,Justin Ellison,Franklin,Corporate,Furniture,Chairs,8,0.0,1951.84,585.552,Yes
CA-2016-114489,2016-12-05,Justin Ellison,Franklin,Corporate,Office Supplies,Binders,5,0.0,171.55,80.6285,Yes
CA-2016-158834,2016-03-13,Tamara Willingham,Scottsdale,Home Office,Office Supplies,Appliances,5,0.2,157.92,17.766,Yes
CA-2016-158834,2016-03-13,Tamara Willingham,Scottsdale,Home Office,Technology,Phones,2,0.2,203.184,15.2388,Yes
CA-2015-124919,2015-05-31,Stephanie Phelps,San Jose,Corporate,Office Supplies,Paper,7,0.0,58.38,26.271,Yes
CA-2015-124919,2015-05-31,Stephanie Phelps,San Jose,Corporate,Office Supplies,Paper,4,0.0,105.52,48.5392,Yes
CA-2015-124919,2015-05-31,Stephanie Phelps,San Jose,Corporate,Office Supplies,Storage,6,0.0,80.88,21.0288,Yes
CA-2015-118948,2015-05-28,Neil Knudson,Seattle,Home Office,Office Supplies,Art,3,0.0,6.63,1.7901,Yes
CA-2014-104269,2014-03-01,Dave Brooks,Seattle,Consumer,Furniture,Chairs,2,0.2,457.568,51.4764,Yes
CA-2016-114104,2016-11-20,Nora Paige,Edmond,Consumer,Office Supplies,Labels,2,0.0,14.62,6.8714,Yes
CA-2016-114104,2016-11-20,Nora Paige,Edmond,Consumer,Technology,Phones,7,0.0,944.93,236.2325,Yes
CA-2016-162733,2016-05-11,Ted Trevino,Los Angeles,Consumer,Office Supplies,Paper,1,0.0,5.98,2.691,Yes
CA-2015-119697,2015-12-28,Eric Murdock,Philadelphia,Consumer,Technology,Accessories,2,0.2,54.384,1.3596,Yes
CA-2016-154508,2016-11-16,Ruben Dartt,Carlsbad,Consumer,Office Supplies,Envelopes,5,0.0,28.4,13.348,Yes
CA-2016-113817,2016-11-07,Max Jones,Seattle,Consumer,Office Supplies,Binders,2,0.2,27.68,9.688,Yes
CA-2014-139892,2014-09-08,Becky Martin,San Antonio,Consumer,Office Supplies,Art,3,0.2,9.936,2.7324,Yes
CA-2014-139892,2014-09-08,Becky Martin,San Antonio,Consumer,Technology,Machines,8,0.4,8159.952,-1359.992,Yes
CA-2014-139892,2014-09-08,Becky Martin,San Antonio,Consumer,Office Supplies,Storage,3,0.2,275.928,-58.6347,Yes
CA-2014-139892,2014-09-08,Becky Martin,San Antonio,Consumer,Furniture,Chairs,9,0.3,1740.06,-24.858,Yes
CA-2014-139892,2014-09-08,Becky Martin,San Antonio,Consumer,Office Supplies,Art,6,0.2,32.064,6.8136,Yes
CA-2014-139892,2014-09-08,Becky Martin,San Antonio,Consumer,Office Supplies,Appliances,5,0.8,177.98,-453.849,Yes
CA-2014-139892,2014-09-08,Becky Martin,San Antonio,Consumer,Technology,Phones,3,0.2,143.976,8.9985,Yes
CA-2014-118962,2014-08-05,Chad Sievert,Los Angeles,Consumer,Office Supplies,Paper,3,0.0,20.94,9.8418,Yes
CA-2014-118962,2014-08-05,Chad Sievert,Los Angeles,Consumer,Office Supplies,Paper,2,0.0,110.96,53.2608,Yes
CA-2014-118962,2014-08-05,Chad Sievert,Los Angeles,Consumer,Furniture,Chairs,7,0.2,340.144,21.259,Yes
US-2014-100853,2014-09-14,Jennifer Braxton,Chicago,Corporate,Office Supplies,Appliances,2,0.8,52.448,-131.12,Yes
US-2014-100853,2014-09-14,Jennifer Braxton,Chicago,Corporate,Office Supplies,Labels,4,0.2,20.16,6.552,Yes
US-2017-152366,2017-04-21,Shirley Jackson,Houston,Consumer,Office Supplies,Appliances,4,0.8,97.264,-243.16,Yes
US-2015-101511,2015-11-21,Joel Eaton,Newark,Consumer,Furniture,Chairs,7,0.3,396.802,-11.3372,Yes
US-2015-101511,2015-11-21,Joel Eaton,Newark,Consumer,Office Supplies,Supplies,5,0.2,15.88,-3.7715,Yes
CA-2015-137225,2015-12-15,Jim Kriz,New York City,Home Office,Office Supplies,Art,1,0.0,3.28,1.4104,Yes
CA-2014-166191,2014-12-05,David Kendrick,Decatur,Corporate,Office Supplies,Storage,2,0.2,24.816,1.8612,Yes
CA-2014-166191,2014-12-05,David Kendrick,Decatur,Corporate,Technology,Accessories,7,0.2,408.744,76.6395,Yes
CA-2014-158274,2014-11-19,Robert Marley,Monroe,Home Office,Technology,Phones,4,0.0,503.96,131.0296,Yes
CA-2014-158274,2014-11-19,Robert Marley,Monroe,Home Office,Technology,Phones,5,0.0,149.95,41.986,Yes
CA-2014-158274,2014-11-19,Robert Marley,Monroe,Home Office,Technology,Accessories,2,0.0,29.0,7.25,Yes
CA-2016-105018,2016-11-28,Sally Knutson,Fairfield,Consumer,Office Supplies,Binders,2,0.0,7.16,3.4368,Yes
CA-2014-123260,2014-08-26,Frank Merwin,Los Angeles,Home Office,Technology,Accessories,8,0.0,176.8,22.984,Yes
CA-2016-157000,2016-07-16,Alice McCarthy,Grand Prairie,Corporate,Office Supplies,Storage,3,0.2,37.224,3.7224,Yes
CA-2016-157000,2016-07-16,Alice McCarthy,Grand Prairie,Corporate,Office Supplies,Paper,3,0.2,20.016,6.255,Yes
CA-2015-102281,2015-10-12,Mark Packer,New York City,Home Office,Furniture,Bookcases,4,0.2,899.136,112.392,Yes
CA-2015-102281,2015-10-12,Mark Packer,New York City,Home Office,Technology,Phones,6,0.0,71.76,20.0928,Yes
CA-2015-102281,2015-10-12,Mark Packer,New York City,Home Office,Office Supplies,Paper,8,0.0,51.84,24.8832,Yes
CA-2015-102281,2015-10-12,Mark Packer,New York City,Home Office,Furniture,Bookcases,3,0.2,626.352,46.9764,Yes
CA-2015-102281,2015-10-12,Mark Packer,New York City,Home Office,Office Supplies,Art,5,0.0,19.9,6.567,Yes
CA-2015-131457,2015-10-31,Mary Zewe,Redlands,Corporate,Office Supplies,Envelopes,7,0.0,14.28,6.7116,Yes
CA-2014-140004,2014-03-21,Cassandra Brandow,Hamilton,Consumer,Office Supplies,Art,2,0.2,7.408,1.2038,Yes
CA-2014-140004,2014-03-21,Cassandra Brandow,Hamilton,Consumer,Office Supplies,Art,3,0.2,6.048,1.5876,Yes
US-2017-124303,2017-07-06,Fred Hopkins,Philadelphia,Corporate,Office Supplies,Binders,2,0.7,2.946,-2.2586,Yes
US-2017-124303,2017-07-06,Fred Hopkins,Philadelphia,Corporate,Office Supplies,Paper,3,0.2,16.056,5.8203,Yes
CA-2017-105074,2017-06-24,Maria Bertelson,Akron,Consumer,Office Supplies,Paper,3,0.2,21.744,6.795,Yes
CA-2014-133690,2014-08-03,Bruce Stewart,Denver,Consumer,Furniture,Tables,2,0.5,218.75,-161.875,Yes
CA-2014-133690,2014-08-03,Bruce Stewart,Denver,Consumer,Office Supplies,Appliances,1,0.2,2.6,0.2925,Yes
CA-2017-126382,2017-06-03,Heather Kirkland,Franklin,Corporate,Furniture,Furnishings,7,0.2,35.168,9.6712,Yes
CA-2015-101007,2015-02-09,Michael Stewart,Dallas,Corporate,Technology,Accessories,2,0.2,20.8,6.5,Yes
CA-2015-146262,2015-01-02,Victoria Wilson,Medina,Corporate,Office Supplies,Labels,2,0.2,23.68,8.88,Yes
CA-2015-146262,2015-01-02,Victoria Wilson,Medina,Corporate,Furniture,Bookcases,5,0.5,452.45,-244.323,Yes
CA-2015-146262,2015-01-02,Victoria Wilson,Medina,Corporate,Technology,Phones,3,0.4,62.982,-14.6958,Yes
CA-2015-146262,2015-01-02,Victoria Wilson,Medina,Corporate,Technology,Machines,9,0.7,1188.0,-950.4,Yes
CA-2015-146262,2015-01-02,Victoria Wilson,Medina,Corporate,Technology,Accessories,2,0.2,89.584,4.4792,Yes
CA-2016-130162,2016-10-28,Jonathan Howell,Los Angeles,Consumer,Office Supplies,Storage,6,0.0,93.06,26.0568,Yes
CA-2016-130162,2016-10-28,Jonathan Howell,Los Angeles,Consumer,Technology,Phones,3,0.2,302.376,22.6782,Yes
CA-2015-169397,2015-12-24,Joni Blumstein,Dublin,Consumer,Office Supplies,Fasteners,2,0.2,5.584,1.8148,Yes
CA-2015-169397,2015-12-24,Joni Blumstein,Dublin,Consumer,Office Supplies,Paper,6,0.2,22.704,8.2302,Yes
CA-2015-169397,2015-12-24,Joni Blumstein,Dublin,Consumer,Office Supplies,Binders,4,0.7,19.776,-13.8432,Yes
CA-2015-169397,2015-12-24,Joni Blumstein,Dublin,Consumer,Furniture,Furnishings,4,0.2,72.704,19.0848,Yes
CA-2015-169397,2015-12-24,Joni Blumstein,Dublin,Consumer,Technology,Machines,4,0.7,479.988,-383.9904,Yes
CA-2015-169397,2015-12-24,Joni Blumstein,Dublin,Consumer,Office Supplies,Art,2,0.2,27.168,2.7168,Yes
CA-2015-163055,2015-08-09,David Smith,Detroit,Corporate,Office Supplies,Art,1,0.0,2.2,0.968,Yes
CA-2015-163055,2015-08-09,David Smith,Detroit,Corporate,Furniture,Tables,5,0.0,622.45,136.939,Yes
CA-2015-163055,2015-08-09,David Smith,Detroit,Corporate,Office Supplies,Storage,1,0.0,21.98,0.2198,Yes
US-2015-145436,2015-02-28,Valerie Dominguez,Columbia,Consumer,Furniture,Chairs,2,0.2,161.568,-28.2744,Yes
US-2015-145436,2015-02-28,Valerie Dominguez,Columbia,Consumer,Furniture,Chairs,8,0.2,389.696,43.8408,Yes
US-2014-156216,2014-09-13,Erin Ashbrook,Charlotte,Corporate,Office Supplies,Binders,7,0.7,18.648,-12.432,Yes
US-2017-100930,2017-04-07,Christopher Schild,Tampa,Home Office,Furniture,Tables,2,0.45,233.86,-102.048,Yes
US-2017-100930,2017-04-07,Christopher Schild,Tampa,Home Office,Furniture,Tables,3,0.45,620.6145,-248.2458,Yes
US-2017-100930,2017-04-07,Christopher Schild,Tampa,Home Office,Office Supplies,Binders,2,0.7,5.328,-3.552,Yes
US-2017-100930,2017-04-07,Christopher Schild,Tampa,Home Office,Furniture,Furnishings,3,0.2,258.072,0.0,Yes
US-2017-100930,2017-04-07,Christopher Schild,Tampa,Home Office,Technology,Accessories,3,0.2,617.976,-7.7247,Yes
CA-2016-157749,2016-06-04,Ken Lonsdale,Chicago,Consumer,Office Supplies,Paper,5,0.2,25.92,9.396,Yes
CA-2016-157749,2016-06-04,Ken Lonsdale,Chicago,Consumer,Furniture,Furnishings,5,0.6,419.68,-356.728,Yes
CA-2016-157749,2016-06-04,Ken Lonsdale,Chicago,Consumer,Furniture,Furnishings,3,0.6,11.688,-4.6752,Yes
CA-2016-157749,2016-06-04,Ken Lonsdale,Chicago,Consumer,Technology,Phones,2,0.2,31.984,11.1944,Yes
